c,w,41;
c,x,6;
c,y,497;
c,z,75;
c,‘,1;
c,’,4;
c,“,17;
c,–,3;
c,œ,6;
c,à,1;
c,á,24;
c,â,4;
c,ã,2;
c,ä,9;
c,æ,2;
c,ç,2;
c,è,5;
c,é,38;
c,í,36;
c,ò,3;
c,ó,20;
c,ô,34;
c,ö,12;
c,ú,2;
c,ü,5;
d, ,84432;
d,!,10;
d,",33;
d,%,8;
d,&,11;
d,',151;
d,(,6;
d,),706;
d,+,2;
d,,,2599;
d,-,1553;
d,.,3906;
d,/,89;
d,0,4;
d,1,96;
d,2,99;
d,3,12;
d,4,22;
d,5,13;
d,6,4;
d,7,2;
d,8,2;
d,9,20;
d,:,544;
d,;,111;
d,<,1;
d,=,111;
d,?,10;
d,[,2;
d,],4;
d,a,40540;
d,b,1413;
d,c,356;
d,d,1321;
d,e,237381;
d,f,1354;
d,g,1282;
d,h,1361;
d,i,80102;
d,j,260;
d,k,901;
d,l,4642;
d,m,1248;
d,n,2167;
d,o,13229;
d,p,426;
d,q,18;
d,r,10024;
d,s,5566;
d,t,6937;
d,u,14764;
d,v,529;
d,w,2199;
d,x,12;
d,y,855;
d,z,199;
d,~,27;
d,„,1;
d,…,1;
d,‘,5;
d,’,284;
d,“,209;
d,”,2;
d,–,13;
d,›,1;
d,­,1;
d,´,8;
d,»,2;
d,Ä,1;
d,Ö,1;
d,Ü,1;
d,à,2;
d,á,11;
d,ã,1;
d,ä,503;
d,è,12;
d,é,325;
d,ë,1;
d,í,22;
d,ò,2;
d,ó,15;
d,ô,5;
d,ö,444;
d,ø,12;
d,ú,4;
d,û,1;
d,ü,797;
e, ,245414;
e,!,40;
e,",113;
e,$,1;
e,%,7;
e,&,2;
e,',67;
e,(,22;
e,),2418;
e,*,2;
e,+,2;
e,,,10931;
e,-,2938;
e,.,11747;
e,/,232;
e,0,7;
e,1,297;
e,2,217;
e,3,17;
e,4,21;
e,5,8;
e,6,10;
e,7,6;
e,8,6;
e,9,4;
e,:,1759;
e,;,271;
e,<,1;
e,=,435;
e,>,2;
e,?,39;
e,[,15;
e,],11;
e,_,19;
e,a,8950;
e,b,29445;
e,c,15184;
e,d,24632;
e,e,6335;
e,f,11197;
e,g,28650;
e,h,27360;
e,i,184895;
e,j,296;
e,k,9845;
e,l,74262;
e,m,45704;
e,n,329756;
e,o,5313;
e,p,6736;
e,q,277;
e,r,397813;
e,s,104608;
e,t,45725;
e,u,26114;
e,v,4252;
e,w,9706;
e,x,4534;
e,y,2814;
e,z,6399;
e,„,6;
e,…,5;
e,‹,1;
e,‘,21;
e,’,67;
e,“,837;
e,”,8;
e,–,18;
e,š,2;
e,«,4;
e,­,2;
e,®,1;
e,´,6;
e,·,2;
e,»,11;
e,Ä,1;
e,Ö,2;
e,Ü,3;
e,ß,2815;
e,á,1;
e,ä,117;
e,å,10;
e,ç,3;
e,é,3;
e,ï,2;
e,ð,1;
e,ñ,39;
e,ó,28;
e,ö,49;
e,û,1;
e,ü,47;
e,ÿ,1;
f, ,22186;
f,!,9;
f,",13;
f,%,4;
f,&,6;
f,',3;
f,(,1;
f,),323;
f,*,2;
f,+,4;
f,,,1119;
f,-,577;
f,.,1890;
f,/,30;
f,0,25;
f,1,45;
f,2,25;
f,3,9;
f,4,6;
f,5,16;
f,6,11;
f,7,8;
f,8,10;
f,9,3;
f,:,167;
f,;,215;
f,=,39;
f,[,1;
f,],4;
f,a,17481;
f,b,954;
f,c,381;
f,d,197;
f,e,26129;
f,f,11567;
f,g,2932;
f,h,542;
f,i,13983;
f,j,97;
f,k,425;
f,l,9296;
f,m,674;
f,n,1293;
f,o,13570;
f,p,164;
f,q,8;
f,r,15514;
f,s,2722;
f,t,19025;
f,u,5175;
f,v,132;
f,w,408;
f,x,4;
f,y,48;
f,z,445;
f,‚,3;
f,‹,1;
f,‘,1;
f,’,2;
f,“,40;
f,–,6;
f,´,1;
f,Ä,1;
f,Ü,3;
f,á,6;
f,ä,2214;
f,å,1;
f,æ,4;
f,è,2;
f,é,103;
f,ê,2;
f,í,14;
f,ó,1;
f,ö,989;
f,ø,2;
f,ú,10;
f,ü,18614;
g, ,47965;
g,!,12;
g,",37;
g,#,3;
g,%,6;
g,',11;
g,(,6;
g,),1042;
g,+,3;
g,,,4671;
g,-,1140;
g,.,5506;
g,/,236;
g,1,108;
g,2,79;
g,3,10;
g,4,3;
g,5,6;
g,6,3;
g,7,5;
g,8,3;
g,9,1;
g,:,687;
g,;,178;
g,<,1;
g,=,172;
g,?,13;
g,[,3;
g,],7;
g,_,2;
g,a,15561;
g,b,718;
g,c,96;
g,d,567;
g,e,131219;
g,f,525;
g,g,1412;
g,h,2315;
g,i,14688;
g,j,179;
g,k,2048;
g,l,12276;
g,m,1103;
g,n,2826;
g,o,5380;
g,p,367;
g,q,7;
g,r,22972;
g,s,13410;
g,t,10624;
g,u,8802;
g,v,191;
g,w,330;
g,x,8;
g,y,691;
g,z,574;
g,~,1;
g,‚,1;
g,„,5;
g,…,2;
g,‘,4;
g,’,18;
g,“,372;
g,”,2;
g,–,41;
g,´,1;
g,»,6;
g,Å,1;
g,Í,3;
g,Ö,4;
g,Ü,3;
g,à,2;
g,á,6;
g,â,4;
g,ä,1142;
g,å,21;
g,è,24;
g,é,51;
g,í,7;
g,î,2;
g,ó,19;
g,ö,453;
g,ø,13;
g,ú,2;
g,ü,1065;
h, ,54248;
h,!,19;
h,",21;
h,&,4;
h,',10;
h,(,2;
h,),2006;
h,+,3;
h,,,2397;
h,-,1765;
h,.,2331;
h,/,62;
h,0,1;
h,1,88;
h,2,63;
h,3,4;
h,4,8;
h,5,4;
h,6,2;
h,7,2;
h,8,2;
h,:,619;
h,;,81;
h,=,60;
h,?,9;
h,[,2;
h,],6;
h,_,2;
h,a,47962;
h,b,1481;
h,c,160;
h,d,976;
h,e,104592;
h,f,1099;
h,g,1069;
h,h,541;
h,i,27569;
h,j,185;
h,k,1535;
h,l,19571;
h,m,9261;
h,n,17183;
h,o,17032;
h,p,247;
h,q,75;
h,r,41944;
h,s,9302;
h,t,32906;
h,u,11563;
h,v,333;
h,w,8245;
h,x,3;
h,y,1372;
h,z,716;
h,…,2;
h,‘,6;
h,’,12;
h,“,156;
h,”,1;
h,–,15;
h,´,1;
h,»,1;
h,Ä,1;
h,É,2;
h,Ö,2;
h,Ø,1;
h,Ü,2;
h,á,4;
h,â,80;
h,ã,6;
h,ä,5398;
h,å,22;
h,æ,3;
h,è,30;
h,é,109;
h,ê,1;
h,ë,3;
h,í,2;
h,ó,3;
h,ô,61;
h,õ,1;
h,ö,5316;
h,ø,13;
h,ú,1;
h,ü,1857;
i, ,21692;
i,!,6;
i,",10;
i,',13;
i,(,2;
i,),376;
i,+,2;
i,,,1131;
i,-,673;
i,.,1845;
i,/,80;
i,0,1;
i,1,28;
i,2,26;
i,3,3;
i,4,5;
i,5,2;
i,6,1;
i,8,3;
i,:,236;
i,;,80;
i,=,46;
i,?,3;
i,@,1;
i,],6;
i,_,1;
i,`,2;
i,a,11868;
i,b,5838;
i,c,71365;
i,d,10275;
i,e,159030;
i,f,8452;
i,g,34674;
i,h,8906;
i,i,2021;
i,j,372;
i,k,13956;
i,l,34975;
i,m,32740;
i,n,190132;
i,o,25980;
i,p,3586;
i,q,461;
i,r,17548;
i,s,97387;
i,t,86978;
i,u,3230;
i,v,9954;
i,w,392;
i,x,885;
i,y,39;
i,z,5438;
i,’,18;
i,“,91;
i,”,1;
i,–,17;
i,š,9;
i,­,1;
i,·,3;
i,»,1;
i,Ç,1;
i,ß,1142;
i,à,10;
i,á,28;
i,â,2;
i,ã,19;
i,ä,99;
i,æ,2;
i,ç,9;
i,è,121;
i,é,85;
i,ë,13;
i,ð,16;
i,ñ,30;
i,ò,1;
i,ó,151;
i,ö,212;
i,ø,4;
i,ù,2;
i,û,1;
i,ü,2;
j, ,217;
j,",2;
j,',2;
j,(,1;
j,),12;
j,,,15;
j,-,27;
j,.,383;
j,/,1;
j,0,5;
j,1,3;
j,2,8;
j,3,5;
j,4,1;
j,:,4;
j,a,14102;
j,b,10;
j,c,24;
j,d,49;
j,e,6266;
j,f,12;
j,g,64;
j,h,53;
j,i,274;
j,j,8;
j,k,72;
j,l,12;
j,m,21;
j,n,34;
j,o,4265;
j,p,21;
j,q,1;
j,r,53;
j,s,58;
j,t,11;
j,u,5457;
j,v,18;
j,w,1;
j,y,14;
j,z,7;
j,“,2;
j,×,10;
j,à,3;
j,á,10;
j,ä,973;
j,æ,10;
j,é,5;
j,í,4;
j,ó,17;
j,ô,2;
j,õ,10;
j,ö,161;
j,ø,22;
j,ú,7;
j,ü,903;
k, ,11702;
k,!,3;
k,",19;
k,',4;
k,(,5;
k,),365;
k,+,1;
k,,,1588;
k,-,671;
k,.,1548;
k,/,45;
k,0,1;
k,1,56;
k,2,33;
k,3,4;
k,4,3;
k,5,1;
k,6,2;
k,7,1;
k,8,1;
k,:,226;
k,;,70;
k,=,84;
k,?,1;
k,],1;
k,_,1;
k,a,23151;
k,b,559;
k,c,84;
k,d,151;
k,e,25769;
k,f,844;
k,g,676;
k,h,845;
k,i,8567;
k,j,43;
k,k,578;
k,l,8545;
k,m,2401;
k,n,1225;
k,o,17495;
k,p,333;
k,q,10;
k,r,10977;
k,s,7604;
k,t,15551;
k,u,9658;
k,v,299;
k,w,731;
k,x,7;
k,y,559;
k,z,441;
k,„,1;
k,…,4;
k,’,15;
k,“,115;
k,”,1;
k,–,6;
k,«,1;
k,­,2;
k,´,1;
k,»,1;
k,Í,1;
k,Ö,3;
k,á,21;
k,ä,748;
k,å,7;
k,æ,7;
k,ç,1;
k,é,19;
k,ó,12;
k,ô,1;
k,õ,4;
k,ö,3614;
k,ø,20;
k,ü,1997;
k,ý,1;
l, ,29253;
l,!,16;
l,",33;
l,&,5;
l,',112;
l,(,7;
l,),920;
l,+,4;
l,,,2480;
l,-,1994;
l,.,3164;
l,/,78;
l,0,6;
l,1,84;
l,2,59;
l,3,3;
l,4,8;
l,5,16;
l,7,3;
l,8,2;
l,9,2;
l,:,606;
l,;,79;
l,=,94;
l,>,1;
l,?,7;
l,],4;
l,_,1;
l,a,43436;
l,b,8260;
l,c,1883;
l,d,12444;
l,e,72829;
l,f,4461;
l,g,7130;
l,h,1720;
l,i,75842;
l,j,200;
l,k,3666;
l,l,41591;
l,m,6380;
l,n,6022;
l,o,18071;
l,p,2026;
l,q,46;
l,r,1582;
l,s,24559;
l,t,29935;
l,u,15023;
l,v,1915;
l,w,1113;
l,x,29;
l,y,2234;
l,z,2513;
l,|,1;
l,„,1;
l,…,3;
l,‹,1;
l,‘,6;
l,’,174;
l,“,196;
l,”,1;
l,–,5;
l,«,1;
l,­,1;
l,²,2;
l,´,2;
l,»,1;
l,Ü,1;
l,ß,4;
l,à,4;
l,á,33;
l,â,4;
l,ã,2;
l,ä,6099;
l,å,5;
l,æ,5;
l,è,62;
l,é,203;
l,ê,2;
l,ë,4;
l,í,52;
l,ò,16;
l,ó,37;
l,ô,2;
l,ö,1421;
l,ø,14;
l,ù,2;
l,ú,1;
l,ü,1891;
l,ý,4;
m, ,83230;
m,!,4;
m,",22;
m,#,1;
m,&,1;
m,',19;
m,(,11;
m,),730;
m,*,2;
m,+,2;
m,,,1735;
m,-,751;
m,.,1939;
m,/,161;
m,0,1;
m,1,130;
m,2,79;
m,3,12;
m,4,7;
m,5,7;
m,6,9;
m,7,3;
m,8,4;
m,9,3;
m,:,256;
m,;,108;
m,=,97;
m,?,5;
m,],4;
m,_,4;
m,a,38891;
m,b,7934;
m,c,448;
m,d,542;
m,e,51118;
m,f,1112;
m,g,1175;
m,h,337;
m,i,40027;
m,j,44;
m,k,504;
m,l,1441;
m,m,15735;
m,n,715;
m,o,11533;
m,p,7205;
m,q,15;
m,r,486;
m,s,4748;
m,t,5287;
m,u,9729;
m,v,186;
m,w,614;
m,x,21;
m,y,944;
m,z,184;
m,|,1;
m,„,1;
m,…,1;
m,‹,1;
m,‘,1;
m,’,8;
m,“,129;
m,–,8;
m,«,1;
m,²,250;
m,³,113;
m,´,3;
m,»,3;
m,Ä,1;
m,Ö,2;
m,à,3;
m,á,47;
m,â,7;
m,ã,4;
m,ä,3545;
m,å,3;
m,è,11;
m,é,161;
m,ê,6;
m,ë,2;
m,í,23;
m,ò,1;
m,ó,17;
m,ô,8;
m,õ,1;
m,ö,1676;
m,ø,15;
m,ú,7;
m,û,1;
m,ü,3298;
n, ,315355;
n,!,49;
n,",135;
n,#,3;
n,%,6;
n,&,3;
n,',141;
n,(,16;
n,),2765;
n,*,1;
n,+,3;
n,,,20715;
n,-,4330;
n,.,25975;
n,/,297;
n,0,2;
n,1,366;
n,2,236;
n,3,10;
n,4,14;
n,5,13;
n,6,3;
n,7,5;
n,8,2;
n,9,8;
n,:,3666;
n,;,757;
n,=,462;
n,?,66;
n,[,3;
n,\,1;
n,],34;
n,_,10;
n,`,2;
n,a,47001;
n,b,8234;
n,c,5809;
n,d,136248;
n,e,94262;
n,f,8386;
n,g,80422;
n,h,6024;
n,i,38588;
n,j,426;
n,k,16061;
n,l,4817;
n,m,2124;
n,n,28496;
n,o,15116;
n,p,1078;
n,q,138;
n,r,3979;
n,s,40830;
n,t,55926;
n,u,11292;
n,v,1956;
n,w,3459;
n,x,46;
n,y,1294;
n,z,17050;
n,|,1;
n,},1;
n,‚,1;
n,„,5;
n,…,11;
n,‘,29;
n,’,209;
n,“,1095;
n,”,10;
n,–,54;
n,š,4;
n,›,2;
n,«,8;
n,­,2;
n,°,5;
n,²,3;
n,´,5;
n,º,4;
n,»,20;
n,É,1;
n,Ö,31;
n,Ü,2;
n,ß,4;
n,á,45;
n,ã,4;
n,ä,2080;
n,æ,7;
n,ç,187;
n,è,16;
n,é,175;
n,ë,2;
n,í,16;
n,î,7;
n,ò,1;
n,ó,6;
n,ô,4;
n,ö,878;
n,ø,8;
n,ú,2;
n,ü,1053;
n,ý,3;
o, ,13669;
o,!,8;
o,",18;
o,&,1;
o,',37;
o,(,1;
o,),430;
o,,,1079;
o,-,961;
o,.,1071;
o,/,45;
o,1,43;
o,2,65;
o,3,3;
o,4,7;
o,6,3;
o,7,15;
o,9,1;
o,:,168;
o,;,42;
o,=,40;
o,?,4;
o,[,1;
o,],1;
o,_,3;
o,a,1341;
o,b,8825;
o,c,11201;
o,d,11749;
o,e,1538;
o,f,10837;
o,g,10250;
o,h,8801;
o,i,1662;
o,j,864;
o,k,4340;
o,l,31300;
o,m,19585;
o,n,79470;
o,o,3668;
o,p,8864;
o,q,107;
o,r,58136;
o,s,15360;
o,t,11713;
o,u,7057;
o,v,4149;
o,w,5592;
o,x,702;
o,y,899;
o,z,2680;
o,},1;
o,„,1;
o,…,4;
o,‘,1;
o,’,65;
o,“,91;
o,”,2;
o,–,9;
o,™,1;
o,š,8;
o,ž,5;
o,°,2;
o,Á,1;
o,Ä,2;
o,Ö,6;
o,Ü,1;
o,ß,2869;
o,ã,21;
o,ç,2;
o,è,1;
o,é,9;
o,ë,44;
o,í,1;
o,î,3;
o,ñ,13;
o,ö,10;
o,ù,1;
o,û,1;
o,ü,3;
p, ,2439;
p,!,2;
p,",6;
p,#,1;
p,%,3;
p,&,2;
p,',2;
p,(,1;
p,),199;
p,+,1;
p,,,272;
p,-,581;
p,.,645;
p,/,21;
p,0,6;
p,1,29;
p,2,25;
p,3,10;
p,4,9;
p,5,8;
p,7,3;
p,9,4;
p,:,208;
p,;,5;
p,=,17;
p,?,9;
p,_,1;
p,a,13987;
p,b,95;
p,c,111;
p,d,654;
p,e,16588;
p,f,5976;
p,g,74;
p,h,6066;
p,i,12444;
p,j,8;
p,k,96;
p,l,6754;
p,m,146;
p,n,124;
p,o,12039;
p,p,5604;
p,q,5;
p,r,21129;
p,s,2378;
p,t,4834;
p,u,4420;
p,v,64;
p,w,50;
p,x,12;
p,y,261;
p,z,582;
p,…,1;
p,‘,3;
p,’,4;
p,“,29;
p,”,1;
p,–,10;
p,³,1;
p,»,1;
p,Ö,39;
p,Ü,1;
p,à,1;
p,á,10;
p,â,2;
p,ä,2986;
p,å,15;
p,æ,6;
p,è,9;
p,é,109;
p,ê,2;
p,í,8;
p,ò,1;
p,ó,9;
p,ô,1;
p,õ,1;
p,ö,94;
p,ø,1;
p,ú,11;
p,ü,114;
q, ,54;
q,&,2;
q,),4;
q,,,4;
q,-,20;
q,.,12;
q,0,1;
q,1,2;
q,2,2;
q,3,4;
q,7,1;
q,;,1;
q,a,19;
q,c,1;
q,d,2;
q,e,2;
q,i,20;
q,j,1;
q,l,36;
q,n,1;
q,o,2;
q,p,3;
q,q,1;
q,r,13;
q,s,19;
q,t,9;
q,u,4081;
q,v,12;
q,y,1;
q,z,1;
q,“,2;
q,»,1;
q,ü,1;
r, ,224986;
r,!,26;
r,",69;
r,%,8;
r,&,11;
r,',43;
r,(,7;
r,),1218;
r,*,2;
r,+,3;
r,,,7596;
r,-,3202;
r,.,7631;
r,/,142;
r,0,11;
r,1,238;
r,2,164;
r,3,30;
r,4,8;
r,5,62;
r,6,5;
r,7,12;
r,8,22;
r,9,8;
r,:,1423;
r,;,197;
r,<,1;
r,=,258;
r,?,33;
r,@,2;
r,[,2;
r,],23;
r,^,1;
r,_,5;
r,a,57838;
r,b,16294;
r,c,13284;
r,d,40997;
r,e,104495;
r,f,10436;
r,g,22605;
r,h,10609;
r,i,60941;
r,j,335;
r,k,16560;
r,l,15276;
r,m,11619;
r,n,24264;
r,o,31810;
r,p,3433;
r,q,202;
r,r,11317;
r,s,39619;
r,t,51870;
r,u,26161;
r,v,2775;
r,w,6669;
r,x,93;
r,y,2723;
r,z,9109;
r,~,2;
r,„,2;
r,…,10;
r,Ž,1;
r,‘,4;
r,’,66;
r,“,458;
r,”,2;
r,–,13;
r,š,1;
r,›,1;
r,ž,1;
r,«,1;
r,­,1;
r,´,4;
r,»,9;
r,Á,3;
r,Ä,4;
r,Ó,6;
r,Ö,3;
r,Ú,1;
r,Ü,3;
r,ß,9;
r,à,5;
r,á,50;
r,ã,3;
r,ä,6213;
r,å,17;
r,æ,6;
r,ç,4;
r,è,41;
r,é,358;
r,ê,33;
r,ë,4;
r,í,148;
r,ð,11;
r,ò,6;
r,ó,24;
r,ô,7;
r,ö,4168;
r,ø,36;
r,ú,13;
r,û,2;
r,ü,8983;
r,ÿ,2;
s, ,138158;
s,!,23;
s,",75;
s,$,4;
s,&,8;
s,',64;
s,(,11;
s,),1755;
s,*,3;
s,,,6164;
s,-,4393;
s,.,8012;
s,/,99;
s,0,5;
s,1,214;
s,2,135;
s,3,13;
s,4,18;
s,5,15;
s,6,9;
s,7,7;
s,8,7;
s,9,3;
s,:,766;
s,;,183;
s,=,241;
s,?,31;
s,@,1;
s,[,2;
s,],21;
s,_,4;
s,a,22547;
s,b,8678;
s,c,94018;
s,d,2168;
s,e,79653;
s,f,2237;
s,g,7685;
s,h,5797;
s,i,49935;
s,j,308;
s,k,5118;
s,l,4343;
s,m,4001;
s,n,1169;
s,o,23269;
s,p,22242;
s,q,244;
s,r,2560;
s,s,39050;
s,t,128809;
s,u,7251;
s,v,2192;
s,w,4241;
s,x,7;
s,y,2808;
s,z,2554;
s,‚,1;
s,„,2;
s,…,3;
s,‘,12;
s,’,86;
s,“,568;
s,”,5;
s,–,17;
s,™,1;
s,›,1;
s,«,6;
s,­,3;
s,´,3;
s,»,6;
s,É,1;
s,Í,17;
s,Ü,10;
s,à,1;
s,á,21;
s,ã,59;
s,ä,2375;
s,å,2;
s,æ,3;
s,è,19;
s,é,200;
s,ì,4;
s,í,16;
s,ò,1;
s,ó,10;
s,ö,658;
s,ø,53;
s,ú,13;
s,ü,2528;
t, ,123529;
t,!,39;
t,",83;
t,%,11;
t,&,9;
t,',67;
t,(,16;
t,),1347;
t,*,4;
t,+,1;
t,,,11395;
t,-,2389;
t,.,20112;
t,/,166;
t,1,168;
t,2,113;
t,3,10;
t,4,79;
t,5,16;
t,6,2;
t,7,8;
t,8,14;
t,9,2;
t,:,1158;
t,;,341;
t,<,1;
t,=,225;
t,?,35;
t,[,2;
t,],25;
t,_,4;
t,a,40581;
t,b,2463;
t,c,863;
t,d,1117;
t,e,189211;
t,f,2714;
t,g,4657;
t,h,19070;
t,i,52412;
t,j,212;
t,k,2034;
t,l,12308;
t,m,2924;
t,n,1821;
t,o,21632;
t,p,1412;
t,q,69;
t,r,31091;
t,s,29763;
t,t,22897;
t,u,24501;
t,v,1308;
t,w,6330;
t,x,17;
t,y,3075;
t,z,19888;
t,„,2;
t,…,4;
t,‘,22;
t,’,100;
t,“,600;
t,”,2;
t,–,15;
t,—,1;
t,ª,1;
t,«,5;
t,­,1;
t,´,2;
t,»,7;
t,Ä,1;
t,Ö,1;
t,Ü,20;
t,à,40;
t,á,20;
t,â,3;
t,ã,2;
t,ä,8335;
t,å,1;
t,è,15;
t,é,229;
t,ê,1;
t,ë,3;
t,í,57;
t,ò,4;
t,ó,55;
t,ô,14;
t,õ,2;
t,ö,1139;
t,ø,9;
t,ú,4;
t,ü,2357;
u, ,16161;
u,!,3;
u,",3;
u,',15;
u,),236;
u,,,770;
u,-,826;
u,.,1379;
u,/,45;
u,1,59;
u,2,64;
u,3,2;
u,4,5;
u,5,2;
u,6,1;
u,7,5;
u,8,2;
u,9,1;
u,:,76;
u,;,35;
u,=,22;
u,?,4;
u,],2;
u,a,5218;
u,b,5225;
u,c,16379;
u,d,6835;
u,e,11019;
u,f,26486;
u,g,10174;
u,h,2074;
u,i,2691;
u,j,131;
u,k,2843;
u,l,11412;
u,m,25104;
u,n,133884;
u,o,403;
u,p,5975;
u,q,37;
u,r,57548;
u,s,47422;
u,t,24577;
u,u,281;
u,v,948;
u,w,664;
u,x,702;
u,y,206;
u,z,1931;
u,…,1;
u,‘,4;
u,’,7;
u,“,46;
u,”,1;
u,–,7;
u,š,10;
u,»,1;
u,Ö,1;
u,ß,3145;
u,á,25;
u,ä,28;
u,ç,13;
u,é,45;
u,ê,4;
u,ë,3;
u,í,28;
u,ï,2;
u,ð,2;
u,ñ,14;
u,ò,1;
u,ö,2;
u,ü,8;
v, ,1891;
v,!,1;
v,",3;
v,%,3;
v,(,1;
v,),163;
v,*,1;
v,+,1;
v,,,179;
v,-,266;
v,.,893;
v,/,10;
v,0,2;
v,1,8;
v,2,9;
v,3,4;
v,4,8;
v,5,2;
v,6,57;
v,7,2;
v,8,15;
v,:,35;
v,;,8;
v,=,14;
v,?,1;
v,],1;
v,_,3;
v,a,6630;
v,b,107;
v,c,72;
v,d,128;
v,e,42179;
v,f,98;
v,g,239;
v,h,35;
v,i,12050;
v,j,7;
v,k,32;
v,l,109;
v,m,69;
v,n,69;
v,o,42205;
v,p,94;
v,q,1;
v,r,203;
v,s,258;
v,t,47;
v,u,222;
v,v,62;
v,w,32;
v,x,1;
v,y,157;
v,z,18;
v,“,16;
v,–,3;
v,«,1;
v,²,1;
v,Ö,22;
v,á,54;
v,ä,90;
v,å,7;
v,æ,3;
v,è,6;
v,é,30;
v,ê,5;
v,í,16;
v,ó,1;
v,ô,4;
v,õ,4;
v,ö,903;
w, ,2363;
w,",2;
w,&,3;
w,',2;
w,),142;
w,+,10;
w,,,187;
w,-,214;
w,.,1345;
w,/,15;
w,0,1;
w,1,14;
w,2,8;
w,3,2;
w,4,2;
w,5,4;
w,6,1;
w,:,48;
w,;,8;
w,=,11;
w,?,2;
w,],1;
w,a,29800;
w,b,63;
w,c,53;
w,d,96;
w,e,51678;
w,f,82;
w,g,56;
w,h,474;
w,i,29763;
w,j,173;
w,k,92;
w,l,163;
w,m,149;
w,n,529;
w,o,9440;
w,p,29;
w,r,357;
w,s,552;
w,t,125;
w,u,16491;
w,v,74;
w,w,587;
w,y,125;
w,z,12;
w,…,2;
w,’,4;
w,“,15;
w,Ä,1;
w,Ü,2;
w,á,1;
w,â,1;
w,ä,4144;
w,è,1;
w,é,1;
w,ë,1;
w,õ,1;
w,ö,729;
w,ü,1305;
x, ,1457;
x,",3;
x,&,1;
x,',3;
x,),89;
x,+,6;
x,,,206;
x,-,399;
x,.,238;
x,/,8;
x,0,19;
x,1,28;
x,2,18;
x,3,16;
x,4,1;
x,5,1;
x,6,1;
x,8,4;
x,:,29;
x,;,5;
x,=,14;
x,?,6;
x,],1;
x,_,7;
x,a,742;
x,b,34;
x,c,62;
x,d,25;
x,e,907;
x,f,168;
x,g,16;
x,h,65;
x,i,2025;
x,j,4;
x,k,81;
x,l,93;
x,m,60;
x,n,10;
x,o,287;
x,p,733;
x,r,23;
x,s,31;
x,t,1053;
x,u,195;
x,v,86;
x,w,21;
x,x,125;
x,y,57;
x,z,29;
x,’,7;
x,“,22;
x,–,2;
x,²,1;
x,³,1;
x,ä,2;
x,é,5;
x,í,2;
x,ï,1;
x,ó,1;
y, ,8669;
y,!,7;
y,",15;
y,&,4;
y,',28;
y,(,1;
y,),229;
y,+,4;
y,,,1042;
y,-,596;
y,.,637;
y,/,26;
y,0,1;
y,1,50;
y,2,49;
y,3,3;
y,4,2;
y,5,1;
y,6,2;
y,:,155;
y,;,39;
y,=,52;
y,?,4;
y,],2;
y,_,2;
y,a,969;
y,b,280;
y,c,792;
y,d,441;
y,e,1792;
y,f,57;
y,g,242;
y,h,62;
y,i,164;
y,j,15;
y,k,250;
y,l,1011;
y,m,1597;
y,n,1201;
y,o,1358;
y,p,1182;
y,q,3;
y,r,730;
y,s,2736;
y,t,621;
y,u,124;
y,v,76;
y,w,120;
y,x,23;
y,y,17;
y,z,73;
y,|,1;
y,…,1;
y,‘,6;
y,’,62;
y,“,90;
y,”,2;
y,–,7;
y,™,3;
y,š,2;
y,ž,1;
y,ß,1;
y,á,1;
y,ä,1;
y,å,2;
y,è,2;
y,é,2;
y,í,3;
y,ó,1;
y,ö,6;
y,ú,3;
y,ü,2;
z, ,10631;
z,!,1;
z,",8;
z,$,1;
z,%,12;
z,',10;
z,(,4;
z,),256;
z,,,1037;
z,-,571;
z,.,1561;
z,/,30;
z,1,48;
z,2,30;
z,3,1;
z,4,9;
z,5,1;
z,7,1;
z,8,2;
z,9,3;
z,:,199;
z,;,40;
z,=,94;
z,?,4;
z,],1;
z,_,1;
z,a,3328;
z,b,1206;
z,c,49;
z,d,257;
z,e,31285;
z,f,378;
z,g,662;
z,h,328;
z,i,12497;
z,j,25;
z,k,335;
z,l,1053;
z,m,417;
z,n,136;
z,o,2418;
z,p,271;
z,q,15;
z,r,203;
z,s,547;
z,t,5754;
z,u,35277;
z,v,136;
z,w,9264;
z,x,23;
z,y,456;
z,z,853;
z,„,1;
z,…,1;
z,’,6;
z,“,58;
z,–,12;
z,«,1;
z,Ä,1;
z,Ö,1;
z,Ü,1;
z,á,21;
z,ä,977;
z,è,8;
z,é,14;
z,ê,1;
z,ó,7;
z,ö,931;
z,ú,2;
z,ü,837;
{,0,1;
{,2,1;
{,5,1;
{,\,8;
{,a,1;
{,n,1;
{,o,1;
|, ,61;
|,a,1;
|,b,1;
|,d,1;
|,j,1;
|,s,1;
}, ,5;
},(,1;
},,,1;
},\,2;
},{,1;
},},4;
~, ,2;
~,1,12;
~,6,2;
~,d,6;
~,e,1;
~,g,6;
~,i,6;
~,l,6;
~,m,6;
~,p,6;
~,s,6;
~,z,1;
€, ,45;
€,),5;
€,,,7;
€,.,10;
‚, ,3;
‚,(,1;
‚,1,1;
‚,a,8;
‚,b,5;
‚,c,3;
‚,d,16;
‚,e,1;
‚,f,4;
‚,g,11;
‚,h,12;
‚,i,7;
‚,k,7;
‚,l,9;
‚,m,10;
‚,n,4;
‚,o,3;
‚,p,2;
‚,r,2;
‚,s,9;
‚,t,8;
‚,u,7;
‚,v,6;
‚,w,9;
‚,z,1;
‚,ä,1;
‚,ü,1;
„, ,6;
„,',1;
