#,1;
0,1;
1,1;
2,1;
3,1;
4,1;
5,1;
6,1;
7,1;
8,1;
9,1;
:,1;
;,1;
@,1;
[,1;
],1;
_,1;
a,1273162;
b,456519;
c,570489;
d,992671;
e,3172381;
f,356596;
g,591750;
h,820659;
i,1631915;
j,63385;
k,301659;
l,827333;
m,564373;
n,1892369;
o,644458;
p,234758;
q,8964;
r,1621094;
s,1305255;
t,1267128;
u,797643;
v,206877;
w,283990;
x,19277;
y,55038;
z,230850;
{,1;
|,1;
},1;
£,1;
©,1;
´,1;
¼,3;
Â,1;
Ã,1;
